,Title,Rank,Score,Medium,Number of Episodes,Episode Length,Start Date,End Date,Premier Season,Source Material,Age Rating,Number of Members,URLS,Synopses,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Total Minutes,Synopsis Length
155,Ginga Tetsudou 999: Glass no Clair,5356,6.6,Movie,1,"15 min.
 ",Mar 1980,Mar 1980,Unavailable,Manga,G ,2075,https://myanimelist.net/anime/6653/Ginga_Tetsudou_999__Glass_no_Clair,This short movie is a remake of the first half of episode 3 of Ginga Tetsudou 999.,Drama,Sci-Fi,Space,,,,,,15,17
156,Gokukoku no Brynhildr: Kara Sawagi,5357,6.6,Special,1,"20 min.
 ",Sep 2014,Sep 2014,Unavailable,Manga,R,36044,https://myanimelist.net/anime/24695/Gokukoku_no_Brynhildr__Kara_Sawagi,Unaired episode 11.5 included with the second Blu-ray/DVD volume.,Sci-Fi,Harem,Comedy,Ecchi,Seinen,,,,20,9
157,Golgo 13: Queen Bee,5358,6.6,OVA,1,"56 min.
 ",May 1998,May 1998,Unavailable,Manga,R,7761,https://myanimelist.net/anime/1761/Golgo_13__Queen_Bee,"Master assassin Golgo 13 is hired by the advisor of presidential candidate Robert Hardy to assassinate ""Queen Bee,"" the beautiful and deadly leader of a South American guerilla army. Golgo, however, finds this job too easy and digs further information to find out the true connection between Hardy and Queen Bee.",Action,Adventure,Military,Drama,Seinen,,,,56,51
158,Grisaia: Phantom Trigger The Animation - Stargazer,5359,6.6,Movie,1,"1 hr.
 ",Nov 2020,Nov 2020,Unavailable,Visual novel,Unavailable,12883,https://myanimelist.net/anime/42392/Grisaia__Phantom_Trigger_The_Animation_-_Stargazer,Unavailable,Action,School,,,,,,,60,1
159,Hagure Yuusha no Aesthetica: Hajirai Ippai,5360,6.6,Special,6,4 min. per ep.,Sep 2012,Feb 2013,Unavailable,Unavailable,R,35535,https://myanimelist.net/anime/15729/Hagure_Yuusha_no_Aesthetica__Hajirai_Ippai,DVD/BD Specials,Comedy,Ecchi,,,,,,,24,2
160,Huan Jie Wang,5361,6.6,ONA,20,10 min. per ep.,May 2018,Oct 2018,Unavailable,Web manga,PG-13,2715,https://myanimelist.net/anime/37887/Huan_Jie_Wang,"In the world where most of the humans of the Eudemon continent have power of Eudemon (spiritual power), the protagonist is born without spiritual power, his dream is to be the next king of Eudemon. But without having any spiritual power can you fulfill your dream? On a day before the Tian Wu exam, he crosses a spy from the Mo Wu side that was defeated in the great war of 10 years ago. This girl infiltrates the forces of Tian Wu and thus the protagonist was involved in the middle of the fight between the forces Tian Wu and Mo Wu.",Action,Adventure,Magic,Fantasy,Shounen,,,,200,102
161,ID-0,5362,6.6,TV,12,24 min. per ep.,Apr 2017,Jun 2017,Spring,Original,PG-13,17044,https://myanimelist.net/anime/33797/ID-0,"Transferring the human consciousness into a robotic ""I-Machine"" is now a reality thanks to the discovery of a valuable ore called ""orichalt."" However, there is the possibility of the consciousness failing to return to the host's body, rendering them stuck inside their new metallic frame for good. Such is the situation of members of the Excavate Company, a reckless band of I-Machine miners led by the notorious Grayman that aims to gather orichalt for profit. During a mining incursion, the group rescues Maya Mikuri, a student who was abandoned by her crew. Accused of stealing classified information on orichalt by her former colleagues, she joins the Excavate Company in hopes of clearing her name. They then begin an adventure that will change their lives—including that of Ido, an ace member of the group with no memory of his past. For the first time, Ido might have the chance to rediscover his true identity.",Sci-Fi,Space,Mecha,,,,,,288,153
162,Imouto sae Ireba Ii. (ONA),5363,6.6,ONA,6,2 min. per ep.,Oct 2017,Dec 2017,Unavailable,Light novel,PG-13,9817,https://myanimelist.net/anime/37045/Imouto_sae_Ireba_Ii_ONA,"Original ""chibi"" styled animations of Imouto sae Ireba Ii. posted on the anime's official Twitter channel. Also included on the BD/DVD releases.",Comedy,,,,,,,,12,22
163,Kamen Rider Den-O: Imagin Anime,5364,6.6,OVA,10,5 min. per ep.,Apr 2008,Apr 2008,Unavailable,Other,G ,1080,https://myanimelist.net/anime/3923/Kamen_Rider_Den-O__Imagin_Anime,Web and DVD based 10 Episode OVA featuring the Imagin stars of the popular 2007 Kamen Rider Den-O live action tv series.,Action,Adventure,Comedy,Super Power,Kids,,,,50,22
164,Kemeko Deluxe!,5365,6.6,TV,12,24 min. per ep.,Oct 2008,Dec 2008,Fall,Manga,PG-13,35881,https://myanimelist.net/anime/3464/Kemeko_Deluxe,"When Sanpeita Kobayashi was a child, his lovely friend had to move away, but she vowed that in ten years, they would meet again—as husband and wife. Ten years later, Sanpeita is a high school student, but he hasn't forgotten the feelings they shared. Sanpeita awakes from a dream about his last day with her, only to have his morning interrupted. A weird robot girl is battling other robots in his bedroom, claiming to be his wife. The robot's pilot looks like none other than Sanpeita's long-lost, childhood friend. But who is she really? Why did she have to leave? And what does she have to do with the Mishima Electronics Corporation?",Action,Comedy,Ecchi,Romance,School,Sci-Fi,Shounen,,288,112
165,Line Offline: Salaryman,5366,6.6,TV,114,3 min. per ep.,Jan 2013,Oct 2013,Winter,Unavailable,PG-13,1681,https://myanimelist.net/anime/16906/Line_Offline__Salaryman,"The anime shorts are set in the fictional Line Corporation with a motley crew of idiosyncratic workers. There is the narcissistic section head and president's son James, the subsection head Moon (who is always gone somewhere but somehow gets his work done), the quiet but kindhearted subsection head Brown, and the subordinate Connie who is in an endless loop of yo-yo diets and weight gains.",Comedy,,,,,,,,342,65
166,Love Get Chu,5367,6.6,TV,25,24 min. per ep.,Apr 2006,Sep 2006,Spring,Visual novel,PG-13,7286,https://myanimelist.net/anime/1070/Love_Get_Chu,"Five girls came to a training school to become voice actresses holding each thought in her mind. Momoko - she wanted to be a voice actress to meet her favorite voice actor. Rinka - she is an armature voice actress, but she didn't have special purpose to become voice actress. Yurika - she likes anime very much. Tsubasa - she was a girl in love, and acted only as a boy. Amane - she found a deadlock as a actress and tried to find another way. They managed to get over the difficulty to become voice actress although they couldn't perform as main characters yet. There is a love romance with a boy works for an anime company, and you can catch a glimpse of situations of anime industries.",Comedy,Romance,,,,,,,600,129
167,Mazinger Z tai Ankoku Daishougun,5368,6.6,Movie,1,"43 min.
 ",Jul 1974,Jul 1974,Unavailable,Unavailable,PG-13,1817,https://myanimelist.net/anime/4406/Mazinger_Z_tai_Ankoku_Daishougun,"Kouji and his friends have defeated Dr. Hell and are now enjoying a break, but suddenly a strange prophet appears and warns everyone of an oncoming danger, mechanical beasts never seen before start appearing all around the world wrecking havoc. Its up to Kouji and his Mazinger Z to stand up to this threat but it seems he is vastly outnumber and outmatched. This film served as an alternative link between the Mazinger Z TV series and the Great Mazinger TV series. It basically introduces Great Mazinger to the audience, as well as his enemies from the Mikene Empire.",Action,Mecha,Shounen,,,,,,43,99
168,Nagagutsu wo Haita Neko no Bouken,5369,6.6,TV,26,25 min. per ep.,Apr 1992,Sep 1992,Spring,Unavailable,G ,664,https://myanimelist.net/anime/4468/Nagagutsu_wo_Haita_Neko_no_Bouken,"Anime adaptation of Charles Perrault fairy tale, directed by Susumu Ishizaki.",Adventure,Fantasy,,,,,,,650,11
169,Narue no Sekai,5370,6.6,TV,12,24 min. per ep.,Apr 2003,Jun 2003,Spring,Manga,PG-13,16021,https://myanimelist.net/anime/840/Narue_no_Sekai,"Meet Narue, an adorable schoolgirl with a secret. She's really an alien with powers right out of a sci-fi comic! But growing up is never easy, and sometimes it doesn't help when you're from outer space. Join our spunky heroine as she faces androids, alien invaders, and her first date with the boy next door. It's the sci-fi comedy that's a direct hit to your heart! (Source: Central",Comedy,Romance,Sci-Fi,,,,,,288,68
170,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,5371,6.59,Special,1,"47 min.
 ",Nov 2014,Nov 2014,Unavailable,Unavailable,PG ,1438,https://myanimelist.net/anime/28723/Aikatsu__Dai_Starmiya_Ichigo_Matsuri_Zenyasai,Narrated recap of the Aikatsu! series.,Music,School,Shoujo,,,,,,47,6
171,Anime Sanjuushi: Aramis no Bouken,5372,6.59,Movie,1,"45 min.
 ",Mar 1989,Mar 1989,Unavailable,Novel,G ,1165,https://myanimelist.net/anime/2334/Anime_Sanjuushi__Aramis_no_Bouken,"Aramis fell off her horse and received the aid of a man named Francois. They fell in love with each other at first sight and spent their time happily for a while. Francois was killed by Manson and the Ironmask's people, so Aramis swore revenge. Then she went to Paris to be a musketeer. 1 year after the end of TV series, D'Artagnan had a drink with 3 musketeers and found that Jussac and the Cardinal's Guards harrassed a woman in a tavern in Paris. Of couse, they fought Jussac and the Cardinal's guards and won. On his way to home, D'Artagnan witnessed the woman whom he rescued from Jussac about to jump into the river, and rescued her again. D'Artagnan brought her to home but she disappeared soon. After a day, D'Artagnan heard that the woman was killed last night and Rochefort and Cardinal's guards arrested him for murder because his hat was found by the woman's body. Aramis discovers that the story has a link with Catherine de Médicis, and launches out an investigation. This one will bring back her to the castle of her beloved where she will have to face Pizzaro to protect a dangerous document.",Adventure,Historical,Romance,,,,,,45,200
172,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,5373,6.59,Movie,1,1 hr. 10 min.,Aug 2002,Aug 2002,Unavailable,Manga,G ,8431,https://myanimelist.net/anime/1670/Bakuten_Shoot_Beyblade_the_Movie__Gekitou_Takao_vs_Daichi,"The Bladebreakers are on a well deserved vacation. But, a hyperactive kid named Daichi continues to pursue Tyson for a rematch after his defeat in the Beyblade World Championships. The Bladebreakers' vacation eventually takes a turn for the worst once they encounter mysterious Beybladers who claim to be the Dark Spirits sealed inside a strange temple. With Daichi under their control, the Shadow Bladers seek to destroy the world with their Dark BitBeasts. Together, Tyson, Max, Ray, and Kai must save not only Daichi... but the world as well...",Action,Sci-Fi,Adventure,Comedy,Sports,Shounen,,,70,89
173,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,5374,6.59,Special,1,"27 min.
 ",Oct 2001,Oct 2001,Unavailable,Unavailable,PG-13,1190,https://myanimelist.net/anime/10036/Boku_no_Chikyuu_wo_Mamotte__Kiniro_no_Toki_Nagarete,"Please Save My Earth Music Image Video: The Passing of the Golden Age contains six music videos with footage not seen in the OVA and scenes taken from the manga, as well as a slightly different version of the OVA ending sequence, and the ending credits for the image videos. (Source: Wikipedia) See more info for additional information about these",Sci-Fi,Music,Drama,Romance,Shoujo,,,,27,60
174,Busou Shinki Moon Angel,5375,6.59,ONA,10,5 min. per ep.,Sep 2011,Jan 2012,Unavailable,Other,PG-13,11812,https://myanimelist.net/anime/11103/Busou_Shinki_Moon_Angel,"The story follows the coming of age and Shinki battles of Tsubasa, a boy who dreams of becoming a Shinki Master, and his Shinki partner Arnval Mk. 2.",Action,Sci-Fi,,,,,,,50,28
175,Comic Party,5376,6.59,TV,13,24 min. per ep.,Apr 2001,Jun 2001,Spring,Visual novel,PG-13,16692,https://myanimelist.net/anime/289/Comic_Party,"Destiny or delusion? It's a hilarious rollercoaster of laughter and confusion when Taishi, the ultimate otaku, drags his friend Kazuki into the swirling world of ambition, hatred, and love—the world of fan comics! Poor clueless Kazuki must sink or swim when he's dumped straight into the middle of a massive comic convention. Lost amidst hoards of buyers, sellers, and cosplayers, Kazuki is about to be baptized by fire, all in order to lead him toward his true calling: to take over the world through fan comics! Meanwhile, Kazuki's childhood friend Mizuki isn't about to let him be dragged from his normal life without a fight! But will she be able to stop the addictive draw of the new world that lies before Kazuki? Little by little, Kazuki is slipping down the path towards destiny—and Taishi is shoving him every step of the way!",Comedy,Drama,,,,,,,312,143
176,Crusher Joe OVA,5377,6.59,OVA,2,57 min. per ep.,Feb 1989,Jun 1989,Unavailable,Light novel,R,2509,https://myanimelist.net/anime/2696/Crusher_Joe_OVA,"The galaxy is a strange and dangerous place, and there are times when even the United Space Force can`t help. That`s where the Crushers come in - skilled troubleshooters who will deal with any problem, large or small, for a fee (large only!) And there is no better Crusher than Crusher Joe!",Action,Sci-Fi,Adventure,,,,,,114,52
177,Di Gi Charat Natsuyasumi Special,5378,6.59,Special,4,11 min. per ep.,Aug 2001,Aug 2001,Unavailable,Unavailable,G ,2272,https://myanimelist.net/anime/1756/Di_Gi_Charat_Natsuyasumi_Special,"The Di Gi Charat Natsuyasumi Special was another four episode series set in America that aired almost a year after the original series from August 2, 2001 to August 3, 2001. The young American otaku, Rodoyan, is introduced in this series. • Natsuyasumi Special Episode 1 - Dejiko in America 1 • Natsuyasumi Special Episode 2 - Dejiko in America 2 When Puchiko wanted to get off a bus she couldn't reach the signal button, and the driver (looks just like Abarenbou) kept accelerating until reaching America. Soon Dejiko received a letter from Rod Young, an American boy and a big fan of Dejiko who let Puchiko stay with him, inviting Dejiko to America to visit them and pick Puchiko up. • Natsuyasumi Special Episode 3 - Depurapyogebo Debut A contest of bands was about to be held at Akihabara; the first prize is 10-year supply of nattou, Dejiko's favorite food. She decided to enroll but couldn't find enough members or instruments. • Natsuyasumi Special Episode 4 - Isn`t Anyone Here-nyo? Dejiko and gangs of Gamers went to the mountains, but when night fell people began to disappear one by one (Source: ANN, AniDB",Comedy,,,,,,,,44,194
